id,address,city
76019,"9-G,Sharaf Mansion,16-Queens Road",Lahore
76020,"21-Liberty Market,Gulberg III",Lahore
76021,"Gardee Trust Building,2nd Floor,Napier Road",Lahore
76022,"#14,4th Floor,Shan Arcade,New Garden Town",Lahore
76023,Defence Society 41-G,Lahore
76024,"Beco Road,Badami Bagh",Lahore
76025,"9-A,Gill Plaza,Shahalam Market",Lahore
76026,"1/42,Mughalpura Road,Gari Shahu",Lahore
76027,24-Abbot Road,Lahore
76028,"Flat-1,III Floor,Shiraz Plaza,16-B,Gulberg Main Market",Lahore
76029,"13-E/2,Gulberg-III",Lahore
76030,"39/1-Q,L.C.C.H.Society,Cantt.",Lahore
76031,"12,Ali Block,Garden Town",Lahore
76032,"2nd Floor,M.K.Arcade,32-Davis Road",Lahore
76033,"Cooperative Insurance Building,23-The Mall",Lahore
76034,"Main Accademy Road,Gulbahar Colony,Cantt.",Lahore
76035,12-Davis Road,Lahore
76036,162-Ferozpur Road,Lahore
76037,"Associated House,7-Egerton Road",Lahore
76038,"LDA Plaza,Kashmir Road",Lahore
76039,"87,Shahrah-e-Quaid-e-Azam",Lahore
76040,"1st Floor,State Life Building,Sir Aga Khan III Road",Lahore
76041,"E-1/7-B,Lane U,Extension,Cavalry Ground,Cantt.",Lahore
76042,"Shop-7,Tariq Shopping Centre,4 Comm'l Zone,Liberty Market",Lahore
76043,"28-A,Nisbat Road",Lahore
76044,"27-Basement Sadiq Plaza,Shahrah-e-Quaid-e-Azam",Lahore
76045,"# 47,2nd Floor,Gulberg Centre,84/D-1,Gulberg-III",Lahore
76046,"4,Dayal Singh Mansion,The Mall",Lahore
76047,"13/A,Babar Center,O/S Akbar Gate,Circular Road",Lahore
76048,"140-Liberty Plaza,Liberty Market",Lahore
76049,41-Jail Road,Lahore
76050,"332-E-I,M.A.Johar Town",Lahore
76051,"Flat 21,1st Flr.Sharaf Mansion,Ganga Ram Hospital Chowk,Fatima Jinnah Road",Lahore
76052,"29/2,Empress Road",Lahore
76053,"43,Commercial Building,Shahrah-e-Quaid-e-Azam",Lahore
76054,"22-B,Model Town",Lahore
76055,"Alhamra Cultural Complex,Gaddafi Stadium,Ferozepur Road",Lahore
76056,"148,Yusuf Road,Afzal Park,Islam Pura",Lahore
76057,"72,4th Floor,Hafeez Centre,Main Boulevard,Gulberg-III",Lahore
76058,"4th Floor,403-Sufi Chambers,Link McLeod Road",Lahore
76059,"13-A,1st Floor,Imtiaz Plaza,85-The Mall",Lahore
76060,"Barkat Ali Khan Center,Circular Road",Lahore
76061,"1st Floor,Empress House,28 Empress Road",Lahore
76062,"545,Block-5,DI,Town Ship",Lahore
76063,135 Upper Mall,Lahore
76064,"135,Upper Mall",Lahore
76065,"135,Upper Mall",Lahore
76066,"2nd Floor,Malik Mansion,1-Akbari Road",Lahore
76067,"273,Mehran Block,Allama Iqbal Town",Lahore
76068,"38-A,Omar Road,Islampura",Lahore
76069,"7,Race Course Road",Lahore
76070,"11-S,Gulberg Centre,Main Boulevard Gulberg",Lahore
76071,"15-Abu Bakar Block,New Garden Town",Lahore
76072,"12-A,Street-15,Cavalary Ext. Cantt.",Lahore
76073,"136-P,Mini Market,Gulberg-II",Lahore
76074,"4-E,Maulana Shaukat Ali Road,Johar Town",Lahore
76075,"34-35,Land Mark Plaza,Jail Road",Lahore
76076,"Ali Complex,23 Empress Road",Lahore
76077,"Shop No.6,Lower Ground Floor,Grand Hotel,9 Davis Road",Lahore
76078,"8-Dayal Singh Mansion,Shahrah-e-Quaid-e-Azam",Lahore
76079,"26-G,Bilal Centre,9-Nicholson Road",Lahore
76080,"103 Bridge Colony,Cantt.",Lahore
76081,56-Mcleod Road,Lahore
76082,9-Mcleod Road,Lahore
76083,"Chah Miran Road,Faizbagh",Lahore
76084,"181,Taj Ghazi Park,Aamar Road,Shadbagh",Lahore
76085,"313-Circular Road,Outside Masti Gate,Badami Bagh",Lahore
76086,"406,Pak Block,Allama Iqbal Town",Lahore
76087,56-Bund Road,Lahore
76088,39-Empress Road,Lahore
76089,"37-A,Store Market,Model Town",Lahore
76090,"4-Malik Market,Main Boulevard,Defence,Cantt.",Lahore
76091,"Kot Lakhpat,Ferozepur Road,Near Fruit Market",Lahore
76092,"4,Mcleod Road",Lahore
76093,"13,Chaman Chambers,Chowk Dalgran,Nishtar Road",Lahore
76094,"16-McLoed Road,Lakshmi Chowk",Lahore
76095,144-Multan Road,Lahore
76096,"241-A,Gulshan-e-Ravi",Lahore
76097,"1-G,Hafiz Plaza,31-M,Civic Centre,Model Town",Lahore
76098,"Gardee Trust Building,Napier Road",Lahore
76099,"Flat #9,2nd Floor,Shan Arcade,Civic Centre,New Garden Town",Lahore
76100,"Centre Point 1st Floor,#8,Main Boulevard,Gulberg-III",Lahore
76101,"106-G,Phase-I,L.C.C.H.S.,Defence Society,Masjid Chowk,Cantt.",Lahore
76102,P.O.Box 10264,Lahore
76103,"9-Onkar Road,Islampura",Lahore
76104,"2,1st Floor,Maqbool Manzil,125/C Lower Mall",Lahore
76105,"Flexo Centre,28-Lawrance/,Mozang Road,P.O.Box 182",Lahore
76106,"14,2nd Floor,Saleem Chambers,114-Mcleod Road",Lahore
76107,"4-A,Lake Road",Lahore
76108,"Mian Chambers,2nd Floor,Block-24,3-Temple Road",Lahore
76109,"21-A,Rehmanpura,Ferozepur Road",Lahore
76110,"Main Boulevard,Defence",Lahore
76111,"Sultan Park,Street No.1,Flat E75,Academy Road,Cantt.",Lahore
76112,"105,1st Floor,Eden Centre,43-Jail Road",Lahore
76113,"1,Rehman Market,First Floor,109-Lytton Road",Lahore
76114,"488-C,Comm'l Area,Tariq Road,Block-2,P.E.C.H.S.",Lahore
76115,"Bldg.7-A,Behind Anwari School,Rehmanpura",Lahore
76116,"247-A,Ayubia Market,New Muslim Town",Lahore
76117,"130 Ali Block,New Garden Town",Lahore
76118,"14-Hospital Road,Anarkali",Lahore
76119,"146/1,Street-1,Lane-S,Cavalry Ground Ext.,Cantt.",Lahore
76120,"23-B,Main Wahdat Road",Lahore
76121,"83-84S,2nd Floor,Hafeez Centre,Gulberg-III",Lahore
76122,"13-B,Faisal Town",Lahore
76123,"101 Cavalry Grounds,Street 3A,Cantt.",Lahore
76124,"38,Jail Road",Lahore
76125,"101-A-1,St.John Park,Opp.Fortress Stadium,Cantt.",Lahore
76126,"22,km-Sheikhupura Road",Lahore
76127,"General Bus Stand,56-Badami Bagh",Lahore
76128,"97-B,Gulberg II",Lahore
76129,"46-2-BII,Town Ship",Lahore
76130,"Hamid Manzil,89-Anarkali",Lahore
76131,"Rehman Gali #1,25-Nishtar Road",Lahore
76132,25-Nishtar Road,Lahore
76133,99-Railway Road,Lahore
76134,"10,2nd Floor,Davis Hytes,38-Davis Road",Lahore
76135,"16,Shahrah-e-Quaid-e-Azam",Lahore
76136,"9-Hide Market,G.T.Road",Lahore
76137,"32-E,Main Boulevard,Gulberg-II",Lahore
76138,"Room 9,1st Floor,Syed Plaza,30 Ferozpure Road,Opp.Tamaseel Hall",Lahore
76139,"Rm 212,2nd Fl.Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
76140,22-KM. Ferozepur Road,Lahore
76141,"231-A,Ahmad Block,New Garden Town",Lahore
76142,"102-D,Newshalimar Town,Multan Road",Lahore
76143,P.O. Bata Pur,Lahore
76144,"35,Empress Road",Lahore
76145,"Faisal House,4-Shami Road,Cantt.",Lahore
76146,"96-B,Umer Din Road,Wasan Pura",Lahore
76147,"Liberty Mkt.Fortress Stadium,The Malll,Allama Iqbal",Lahore
76148,"86,Small Industrial Estate,Kot Lakhpat",Lahore
76149,"32,Multan Road Chouburji,Near Green Bldg,Zaidi Sports",Lahore
76150,"287-A,Street No.13,Y Block,Phase-III,Defence",Lahore
76151,"Suite #1,2nd Floor,Nawab Plaza,48-Shadman Market",Lahore
76152,"35-A,Shahra-e-Abdul Hameed,Bin Badees Empress Road",Lahore
76153,"66,Gul Mahar Road,St. John Park,LHC",Lahore
76154,"26,Shahrah-e-Quaid-e-Azam,2nd Floor",Lahore
76155,"RB-1,1st Floor,Awami Complex,New Garden Town",Lahore
76156,24-Habibullah Road,Lahore
76157,"64-Main Commercial Area,Cavalary Ground",Lahore
76158,"2nd Floor,Naqi Market,75,The Mall",Lahore
76159,"1st Floor,Hijab Building,1-Link Mcleod Road",Lahore
76160,"#8,Shahrah-e-Fatima Jinnah",Lahore
76161,"87,Shahrah-e-Quaid-e-Azam",Lahore
76162,"15,Shan Arcade,Civic Centre,New Garden Town",Lahore
76163,"F-2,Prince Cinema Building,30-Abbot Road",Lahore
76164,"28-G,Patiala Complex,2-Link McLeod Road",Lahore
76165,"Business Estate Center,Shadman",Lahore
76166,"32-M,First Floor,Civic Centre,Model Town",Lahore
76167,"339/8-BS,Siraj Park,Out-Fall Road,Sant Nagar",Lahore
76168,"25A-4,Jail Road",Lahore
76169,"70-71-B,Raja Centre,Main Boulevard,Gulberg II",Lahore
76170,"307-Qadri Chambers,5-McLeod Road",Lahore
76171,"2-B,Masson Road",Lahore
76172,"5-Abbas Block,Mustafa Town",Lahore
76173,"239-B,Anand Road,Upper Mall",Lahore
76174,"78-LG,Hafeez Centre,Main Boulevard,Gulberg-III",Lahore
76175,"43-L,Complex Plaza,M.M.Alam Road,Gulberg-II",Lahore
76176,"Aptt.#1,Al-Murtaza Centre,Moon Market,Allama Iqbal Town",Lahore
76177,"H-133,L.C.C.H.S,Cantt.",Lahore
76178,"Fountain Ave. Bldg.,2nd Floor,64-A,Main Boulevard,Gulberg",Lahore
76179,"34-B,Shama Plaza,72-Feroze Pur Road",Lahore
76180,"Camera Market,42-Chamberlain Road",Lahore
76181,"Shop No.9-G,Ground Floor,Bashir Arcade,Chowk Nisbet Rd.",Lahore
76182,"53-54 E,Moulana Shaukat Ali Road,M.A.Johar Town",Lahore
76183,"42,4th Floor,Hafeez Centre,Gulberg-III",Lahore
76184,"Nawa-e-Waqt Building,1st Floor,Shahrah-e-Fatima Jinnah",Lahore
76185,"Paaf Building,5th Floor,7-D,Kashmir-Egerton Road",Lahore
76186,"Suite #3,2nd Floor,32-B/3,Rehman Business Centre,Gulberg-III",Lahore
76187,"67-B-I,Gulberg-III",Lahore
76188,"3-4th Floor,Hafeez Centre,Gulberg-III",Lahore
76189,"120,Temple Road",Lahore
76190,18-KM.Ferozepur Road,Lahore
76191,"Flat No.9,Khawaja Arcade,Wahdat Road",Lahore
76192,"S-3,Nawab Building,48-Shadman Market",Lahore
76193,"128,Abid Market,1st Floor,Mozang Chungi",Lahore
76194,"23-G,Shama Plaza,72,Ferozepur Road",Lahore
76195,"21-Lake Road,G.P.o.Box No.1880",Lahore
76197,"Simla Tower,5 Davis Road",Lahore
76198,"1st Mile Stone,Bund Road,Shalimar Town,Baghbanpura",Lahore
76199,"Rana Chamber,Lake Road",Lahore
76200,"25,Mcleod Road",Lahore
76201,"249,S.I.E.,Town Ship,Kot Lakhpat",Lahore
76202,"Noor Road,Badami Bagh",Lahore
76203,"30-Faisal Block,Azam Garden,Multan Road",Lahore
76204,"Basement Qadri Chamber,5-Mcleod Road",Lahore
76205,"15/1,Muslim St.#6,Nasir Park,Toheed Road,Bilal Gunj",Lahore
76206,"17 Habibullah Road,Near Jang",Lahore
76207,"112-B,Main Gulberg Road",Lahore
76208,"Rm 404,4th Fl.Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
76210,"Sadaat Market,8-Montgomery Rd.",Lahore
76211,"409-6-B-1,Almadina Road,Township",Lahore
76212,5-Mcleod Road,Lahore
76213,"75-H,Commercial Area,Phase-I,L.C.C.H.S.,Cantt.",Lahore
76214,"31-A,Jaffaria Colony,Bund Road",Lahore
76215,"Hafeez Chambers,P.O.Box:203,85,Shahrah-e-Quaid-e-Azam",Lahore
76216,"1st Floor,Moti Mansion,2-McLeod Road",Lahore
76217,"411-Block-G,Gulshan-e-Ravi Rd.",Lahore
76218,22-KM. Ferozepur Road,Lahore
76219,11/18 Mohammad Nagar,Lahore
76220,"23-Bilal Centre,1st Floor,Nicholson Road",Lahore
76221,"23-Bilal Centre,1st Floor,Nicholson Road",Lahore
76222,"Ali Raza Abad,Raiwind Road,5.5-K.M.From Thoker Niaz Baig",Lahore
76223,"14-G,Raja Centre,Main Boulevord,Gulberg-II",Lahore
76224,"9-Cavalry Ground,Main Shami Road,Cantt.",Lahore
76225,"54,Brandreth Road",Lahore
76226,"Basement M.K.Arcade,32-Davis Road",Lahore
76227,"164-P,Gulberg-II",Lahore
76228,"29-C,Firdous Market,Gulberg-III",Lahore
76229,"12-K,Main Boulevard,Gulberg-II",Lahore
76230,"15-A,Beadon Road",Lahore
76231,"123-General Bus Stand,Badami Bagh",Lahore
76232,"Modern Colony,Peco Road,Kot Lakhpat",Lahore
76233,"19-A,Block-G,Gulberg-3",Lahore
76234,"11-Karim Plaza,Jinnah Block,Allama Iqbal Town",Lahore
76235,"249-W,L.C.C.H.S.",Lahore
76236,"2,Kashmir Road",Lahore
76237,"60-B,Main Gulberg",Lahore
76238,"Qadri Plaza,Abbott Road",Lahore
76239,120-Temple Road,Lahore
76240,"5/4-67,Shadman Plaza,Shadman Market",Lahore
76241,"Muslimabad,Moghalpura,Near Fatehgarh Canal Bridge",Lahore
76242,"11-Garden Block,Garden Town",Lahore
76243,"10/11-B,3rd Floor,LDA Complex,Lawrence Road",Lahore
76244,"105,106-C.C.Motel,105-A,Shahrah-e-Quaid-e-Azam",Lahore
76245,"97,Railway Road",Lahore
76246,"4,Mcleod Road",Lahore
76247,"Ahmed(Luxmi)Bldg.,Mcleod Raod",Lahore
76248,"Khokhar Road,Badami Bagh,Near TNT Flat",Lahore
76249,"8,Wahdat Road",Lahore
76250,"Apt.4,2nd Floor,Auriga Complex,Gulberg-II",Lahore
76251,"Zaman Plaza,1st Floor,Regal Chowk,42-The Mall",Lahore
76252,"10-F,Ejaz Centre,Gulberg-III,Main Boulevard",Lahore
76253,"39,Basement,Main Boulevard,Cavalry Ground,Cantt.",Lahore
76254,16-Queens Road,Lahore
76255,Kutchery Road,Lahore
76256,Chowk Mayo Hospital,Lahore
76257,"3-A,Jail Road",Lahore
76258,"Eden Height,202-Jail Road",Lahore
76259,"Care House,Nadirabad,Main Bedian Road,Cantt.",Lahore
76260,13-C/A first floor Chauburji Centre Multan Road,Lahore
76261,131-B.M.A.Johar Town,Lahore
76262,"Naz Cinema Building,3-Mission Road",Lahore
76263,"25,Al-Shajar,Chowk Nila Gumbad",Lahore
76264,"Rm 611,6th Fl.Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
76265,"8-10,Khan Chamber,Beadon Road",Lahore
76266,"Suite #24,Taj Arcade,73-Jail Road",Lahore
76267,"Mcleod Road,Near Railway Station",Lahore
76268,"G.R.Road,Shahdara",Lahore
76269,"2nd Floor,Karachi Chambers,6-Link Mcleod Road",Lahore
76270,"Afzal Chambers,2-Mcleod Road,New Railway Station",Lahore
76271,Badami Bagh,Lahore
76272,"14,GT Stand,New Ravi Link Road",Lahore
76273,37-Nishtar Road,Lahore
76274,"393 Jail Road,Shadman",Lahore
76275,"213,2nd Floor,Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
76276,"Khokhar Road,Badami Bagh",Lahore
76277,"Oriental Chamber,5 Bank Square",Lahore
76278,"23,3rd Floor,Aurigor Complex,Main Boulevard,Gulberg-II",Lahore
76279,"6-A,Nisar Road,Cantt.",Lahore
76280,"Carim's House,6 Davis Road,Opp.Ambassador Hotel",Lahore
76281,"#1,2nd Floor,Imtiaz Chamber,85-Temple Road",Lahore
76282,"9-Rashid Park,Scheme More,Multan Road",Lahore
76283,"H/1418,Akbari Mandi",Lahore
76284,"Hotel International,Upper Mall",Lahore
76285,"Attiya Building,8 Bank Square,Shahrah-e-Quaid-e-Azam",Lahore
76286,"6-K,Block-H,Gulberg-II",Lahore
76287,"115-T,Phase-II,L.C.C.H.S.,Cantt.",Lahore
76288,"#5,2nd Floor,Imtiaz Plaza,85,Shahrah-e-Quaid-e-Azam",Lahore
76289,1-Beadon Road,Lahore
76290,"Umar Street,Nabi Park,Qila Lachman Singh",Lahore
76291,"12,Shadman Plaza,Suit Ist,Shadman Market",Lahore
76292,"Al-Shamas Market #2,Badami Bagh",Lahore
76293,"6,Egerton Road",Lahore
76294,"13-Khawaja Market,Brandreth Road",Lahore
76295,"1,Sufi Plaza,Main Boulevard,L.C.C.H.S.",Lahore
76296,"Amin Arcade,Hotel Ambassador,7-Durand Road",Lahore
76297,36-Brandreth Road,Lahore
76298,46-Nishter Road,Lahore
76299,"152,Attaturk Block,New Garden Town",Lahore
76300,10-K.M.Multan Road,Lahore
76301,"36-Industrial Estate,Kot Lakhpat",Lahore
76302,"38,Habibullah Road",Lahore
76303,"6,4th Fl.,Rahim Complex,31-E,Main Market,Gulberg",Lahore
76304,"42-E,Model Town",Lahore
76305,"22-KM.Ferozepur Road,Rohi Nullah",Lahore
76306,"Surriya Plaza,5-Nila Gumbad",Lahore
76307,"76,Shadman-II,Canal Bank,P.O.Box: 3309",Lahore
76308,"E-11,24-Jail Road",Lahore
76309,"5 G-21,Block-H,Gulberg II",Lahore
76310,"3,2nd Floor,Imtiaz Centre,Main Market Gulberg",Lahore
76311,"230A,Mehran Block,Iqbal Town,Main Multan Road",Lahore
76312,"34-Aibak Block,Civic Centre,Barket Market,New Garden Town",Lahore
76313,"25-A,2nd Floor,Ittefaq Plaza,Wahdat Road",Lahore
76314,"32-E,Academy Road,Walton Cantt",Lahore
76315,"#7,Carvan Hotel,Link McLeod Road",Lahore
76316,"Room 7,Carvan Building,Link McLeod Road",Lahore
76317,129-Circular Road,Lahore
76319,"1-Gilgit Block,Fortress Stadium",Lahore
76320,"13-14 Sialkot Block,Fortress Stadium",Lahore
76321,"E-149,Basement Qazi Plaza,Defence Chowk,Walton Road,Cantt.",Lahore
76322,"43,Al-Falah Building,Gate No.4",Lahore
76323,"68,1st Floor,Hafeez Centre,Gulberg-III",Lahore
76324,"28-Empress House,1st Floor,Empress Road",Lahore
76325,"Nakhuda Chowk,Wassanpura",Lahore
76326,"14,Upper Flr.,Chauburji Centre,Multan Road",Lahore
76327,"103,Nawazish Ali Road",Lahore
76328,"35-G,Commercial Area,Phase-1,L.C.C.H.S.",Lahore
76329,"164-Aurangzeb Block,New Garden Town",Lahore
76330,"18,Chauburji Shopping Centre,Multan Road",Lahore
76331,"100-AZ,Saint John Park,Cantt.",Lahore
76332,"305,3rd Floor,Aurgica Complex,Main Boulevard,Gulberg-II",Lahore
76333,"16-L-Sint#7,Mini Market,Gulberg II",Lahore
76334,"47-C,Shahrah-e-Quaid-e-Azam",Lahore
76335,"60,Industrial Estate,Kot Lakhpat",Lahore
76336,"220,Bawa Park,Upper Mall",Lahore
76337,"113/6,Industrial Area,Kot Lakhpat",Lahore
76338,"57/4,Saint John's Park,Cantt.",Lahore
76339,"Kahna Kacha Sua Asal,Ferozepur Road",Lahore
76340,"6/63 Afridi Mansion,Shadman Main Market",Lahore
76341,"1485-C-5/4,Allaudin Road,Cantt",Lahore
76342,64/10 Sarfraz Rafiqi Road,Lahore
76343,"Appt.,# 5,Gulberg Plaza,Liberty",Lahore
76344,"19-A,Abbot Road",Lahore
76345,"10,3rd Floor,Taj Arcade,Jail Road",Lahore
76346,"17-D-11 Nil,Mariyam Colony,Green Town",Lahore
76347,"50-52,E III,Commercial Zone,Liberty Market,Gulberg-III",Lahore
76348,"36-Liberty Market,Gulberg-III",Lahore
76349,"4,Jehangir Park,New Mozang",Lahore
76350,"1st Floor,Ali Complex,23-Empress Road",Lahore
76351,"529/A-D,Faisal Town",Lahore
76353,"6-E,Block-H,Gulberg-II",Lahore
76354,"2-H,Block H,Gulberg II",Lahore
76355,107-Lyyton Road,Lahore
76356,"180,Alama Iqbal Road,Dharam Pura",Lahore
76357,"20 Munnawar Chamber,1-Mozang Road",Lahore
76358,"6-K,Main Boulevard,Gulberg II",Lahore
76359,"36,Ground Floor,Shama Plaza,72-Ferozepur Road",Lahore
76360,"S-14,Hafeez Centre,Main Boulevard,Gulberg",Lahore
76361,"326-Kareem Block,A.I.Town",Lahore
76362,"17-B,Shalimar Link Road",Lahore
76363,"Bhatti House,Sohail Bhatti Rd.,Canal Bank Housing Scheme,Harbanspura",Lahore
76364,"Sohail Bhatti Road,Harbanspura,Canal Bank Housing Scheme",Lahore
76365,The Mall,Lahore
76366,"22,2nd Floor Taj Arcade,73-Jail Road",Lahore
76367,"84-A,Shahrah-e-Ghazi Ham Din,Shaheed,Saadi Park,Mozang",Lahore
76368,1-Turner Road,Lahore
76369,"3,Al-Rasool Market,Millat Road,Arif Chowk,Samanabad",Lahore
76370,"Majeed Arcade,2-A,Main Boulevard,Scheme More",Lahore
76371,"Ali Complex,23-Empress Road",Lahore
76372,"Main Boulevard,Cavalry Ground",Lahore
76373,"113/16,Industrial Area,Kot Lakhpat,Township",Lahore
76374,"23,1st Floor,Hafeez Centre,Gulberg",Lahore
76375,"135,Ferozepur Road",Lahore
76376,"88,Main Boulevard,3rd Floor,Cavalry Ground,Cantt.",Lahore
76377,"23-24,Second Floor,Syed Plaza,30-Ferozepur Road",Lahore
76378,"21-KM.Ferozepur Road,Doollu Khurd",Lahore
76379,"Apt.#4,7A/P,Gulberg-II",Lahore
76380,"1/B-Ejaz Centre,Main Boulevard,Gulberg",Lahore
76381,"127-G,Hafeez Centre,Main Boulevard,Gulberg-III",Lahore
76382,"30,1st Floor,Centre Point,Main Boulevard,Gulberg-III",Lahore
76383,"32-Ground Flr.,Main Boulevard,Gulberg-III",Lahore
76384,"Shop No.34-G,Khawaja Arcade,17-Wahdat Road",Lahore
76385,"217-G,Raja Centre,Main Boulevard Gulberg II",Lahore
76386,30-Lawrence Road,Lahore
76387,"104-H,Gulberg-III",Lahore
76388,40-Abkari Road,Lahore
76389,"119-Small Industrial Estate,Township",Lahore
76390,Chowk New Anarkali,Lahore
76391,"51-UGF,Central Plaza,3-Civic Center,New Garden Town",Lahore
76392,"20,Hall Road",Lahore
76393,"24,Maclagan Road",Lahore
76394,"10-Abbot Road,Ground Floor",Lahore
76395,"Butt House,1-A Faiz Road,Old Muslim Town",Lahore
76396,"Butt House,1-A,Faiz Road,Old Muslim Town",Lahore
76397,"Butt House,1-A Faiz Road,Old Muslim Town",Lahore
76398,"164-D,Wahdat Road",Lahore
76399,"1-A,139,Islamia Street,Mcleod Road",Lahore
76400,"Mushtaq Town,Near Shezan Factory",Lahore
76401,"Ghani Complex,49 Shadman-1",Lahore
76402,"Al-Janat Centre,2nd Floor,31/33,Niclson Road",Lahore
76403,"G-64,Wapda House",Lahore
76404,1-McLeod Road,Lahore
76405,"2nd Floor,National Bara Market,Shahalam",Lahore
76406,"H-66,1st Floor,Commercial Area,L.C.C.H.S.,Cantt.",Lahore
76407,"1,Abdul Qayyum Road,Badami Bagh",Lahore
76408,"4-Dev Samaj Road,4-Langley Road",Lahore
76409,"14 K.M,Multan Road",Lahore
76410,"G-22,Ewing Road,Nila Gumbad",Lahore
76411,"6-Civic Centre,G.E.C.H.S.,Phase-II,Model Town,Link Road",Lahore
76412,"13-A,Block-5,Gulberg-II",Lahore
76413,"24-Commercial Zone,Liberty Market,Gulberg-III",Lahore
76414,"98,National Tower,Egerton Road",Lahore
76415,"5, Dil Mohammad Road",Lahore
76416,"98, Railway Road",Lahore
76417,98-Railway Road,Lahore
76418,"2-A,Ahmad Block,New Garden Town,P.O.Box: 157",Lahore
76419,"2-A,Ahmad Block,New Garden Town",Lahore
76420,"2-A,Ahmad Block,New Garden Town,P.O.Box:157",Lahore
76421,"5-A,Liberty Plaza,Gulberg-III",Lahore
76422,"3rd Floor,Aziz Mansion,Suit #2,Royal Park",Lahore
76423,"5-Khan Arcade,2nd Floor,16-Edward Road",Lahore
76424,"16-G,Bilal Centre,9-Nicholson Road",Lahore
76425,"6-C-1,Gulberg III",Lahore
76430,"Plot No.1,5 Muhammad Nagar,28 Allama Iqbal Road",Lahore
76431,"#107,Rafiq Plaza,8-Davis Road",Lahore
76432,"50/A,Lawrence Road",Lahore
76433,"25-Empress Road,Opp.District Police Line",Lahore
76434,"Dilawar Road,Hasan Park,Ghorey Shah",Lahore
76435,"41-K,Model Town",Lahore
76436,"58,Garden Blk.,New Garden Town",Lahore
76437,"O/S Khokhar Road,Badami Bagh",Lahore
76438,"#17,Ist Floor,Khawaja Arcade,Wahdat Road",Lahore
76439,"63-F. Auto Centre,Lytton Road",Lahore
76440,"Advocate Supreme Court,1-Turner Road",Lahore
76441,60-New Mewa Mandi,Lahore
76442,"Shop No.8-9,Kashif Centre,55-A,Chamberlain Road",Lahore
76443,"31-F,Near Main Market,Gulberg-II",Lahore
76444,"7/E-3 Main Boulevard,Gulberg-III",Lahore
76445,"G-16,Hill View Arcade,5-Davis Road,Shimla Hill",Lahore
76446,"25-A/1,Davis Road",Lahore
76447,"25-A/1,Davis Road",Lahore
76448,"#33 Bhabra #2,Block-M,Ferozepur Road,Gulberg-III",Lahore
76449,Hanjerwal Multan Road,Lahore
76450,"64,Dil Mohammad Road",Lahore
76451,"Abaseen Complex,1st Floor,8-Davis Road",Lahore
76452,"1-A,Rahim Road,Misri Shah",Lahore
76453,"03-Habitat,Shadman-II,Shahrah-e-Ghaus-ul-Azam",Lahore
76454,80-Nisbet Road,Lahore
76455,"25-A/1,Davis Road",Lahore
76456,"129/6 Quaid-e-Azam Industrial Estate, Township",Lahore
76457,"B-1,Raheem Complex,Main Market,Gulberg-II",Lahore
76458,"19-A,Abbot Road",Lahore
76459,"112,1st Fl.Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
76460,"26-G,Mian Chambers,3-Temple Road",Lahore
76461,"Imtiaz Plaza,The Mall Road",Lahore
76462,"23-Nasir Ali Mongia Street,16 Dev & Maj. Road,Krishan Nagar",Lahore
76463,"532,533-B,Canal View,Niaz Baig Tokhar,Multan Road",Lahore
76464,"6-Scotch Corner,Upper Mall",Lahore
76465,"22/A,Abdul Kareem Road",Lahore
76466,"118,BECO Road,Badami Bagh",Lahore
76467,16-Syed Mouj Darya Road,Lahore
76468,"Syed Plaza,30 Ferozepur Road",Lahore
76469,"Farid Plaza,65-Shadman",Lahore
76470,"127,Street #3,Cavalry Ground,Cantt.",Lahore
76471,"D-1,Faisal Appartment,Block-A,Faisal Town",Lahore
76472,129-Circular Road,Lahore
76473,Chah Miran,Lahore
76474,"21-A,Gulberg-II",Lahore
76475,"Suite #16,3rd Floor,Gohar Centre,7-Wahdat Road",Lahore
76476,"14-KM,Multan Road",Lahore
76477,"88-A,Main Gulberg",Lahore
76478,"78 Cavalry Ground,Next to KFC",Lahore
76479,"#4,1st Floor,Shan Arcade,Barkat Market,New Garden Town",Lahore
76480,"D-1,Engineering University,G.T.Road",Lahore
76481,"Nigar Centre,Patiala Ground,Link McLeod Road",Lahore
76482,"City Towar,12-Abbott Road",Lahore
76483,54-Lawrencepur Road,Lahore
76484,"54-B,Imdad Bilqees House,Lawrence Road",Lahore
76485,"4-Ruhail Arcade,Allama Iqbal Town",Lahore
76486,"International Baker's Building,1st Floor,Ghalib Market,Gulberg-III",Lahore
